word,frequency
milijić,6
svetlana,9
milisavljević,5
milić,14
milaš,6
milojčić,3
miljanić,5
miljuš,29
peđa,41
mladenović,14
načić,9
nedović,7
nešić,10
anita,6
nikezić,60
obradović,52
oreg,12
anna,1
pajić,32
palalić,7
palurović,5
pantelić,5
pernat,41
petrašinović,9
olja,6
radin,11
radinović,5
radisavljević,31
radović,16
radosavljević,38
rađenović,5
tanja,14
rajičić dr,1
rebrača,5
ristić,140
žarko,51
ristović,5
ružić,28
savović,5
simonović,17
bratić,13
dunja,16
spasojević,6
spirić,29
katarina,9
stojiljković,5
strainović,5
sanela,5
tatalović,55
filip,50
tvrdišić,5
radovan,12
tobijaš,6
jožef,8
tončev,24
novica,15
torbica,20
ujhelji,13
akoš,13
emeše,8
filipović,29
filipovski,7
dubravka,51
cvejić,55
čotrić,5
džajić,8
šarac,7
škrbić,7
škrijelj,28
ahmedin,20
šćekić,9
šulkić,28
šušnjar,6
pristupiti,61
potpredsednički,6
odazvati,16
prozivanje,11
grifit,4
rajičić,4
mrvo,1
mrvu,1
odazoveti,2
zrno,10
imenovann,1
sakrott,1
smiljanića,3
članova,18
radnih,1
tela,3
192.,6
trodnevan,1
stalnih,3
parlamentarnih,1
derogac,4
međunarodnim,3
institucijama,3
zaustavljati,8
povređen,14
devetoro,3
interesovanje,24
102.,12
sutar,16
kolegi,11
dimitrijević,2
pozdravljati,41
odović,1
slobode,11
pravde,1
ćuta,4
slobddnih,1
građana,1
preokret,2
udruženi,1
sindikati,1
prkmie,2
srbiju,3
nacionalno,18
105.,8
mandata,1
nroodn,1
poslanika,11
uverenje,67
sproveden,14
istovetan,46
trećina,54
180.,3
prijem,28
uručiti,8
izvestilac,19
.dame,1
130.,3
zaklin,14
obrrada,11
predano,12
savesno,18
verno,13
ustavu,10
ljudska,10
manjins,10
prava,15
građansk,10
narajeda,10
znanju,10
umeću,10
građanim,10
istini,10
pravdi,10
protokol,32
obrazivati,1
podnošenje,32
pisarnica,6
naglašavati,40
bići,6
blagovremeno,13
stavljanje,23
pojedinost,227
autentičan,14
okviran,15
pojedin,3
otvaranje,154
rasporećivati,7
srazmerno,11
157.,60
bliža,2
tročetvrtinski,1
regulisati,41
koordiniran,7
konfuzija,5
požarevac,47
stupanje,36
glasnik,32
čući,7
rezerva,115
predomisliti,13
zdravo,7
kreni,4
potpisiti,4
krada,23
tretirati,70
jevanđelje,2
kleliti,3
otirač,3
hila,8
behtel,2
običaj,24
džakuzija,1
sajmište,6
opsega,1
hajdete,3
doli,8
pitam,30
kristofer,5
nameračiti,11
kušnera,3
stignuti,17
tint,71
tajan,52
tintu,6
trujati,18
seljaka,22
proterujati,2
zamajavati,18
nedeljica,106
tinto,562
kablaru,4
vidikovac,5
kasapljenje,1
blindiran,2
limuzina,1
batina,9
rtnja,1
sokobanje,16
podrtanjski,1
pretpostaviti,19
nikoli,8
poseći,39
11.000,3
hektar,183
vetrenjač,2
rtanj,2
pust,4
planina,77
neprijatan,22
skembati,1
zabeli,7
užak,5
bazen,47
jovankina,25
vileti,9
obogatiti,15
ekspa,14
ispaliti,2
brčkati,1
julovac,4
zgurati,1
robovski,6
talog,8
radojčiću,1
agonija,5
tumbati,3
tumbatiti,1
mitinz,2
jedu,13
očajan,7
krpa,2
gazita,6
kad-tad,8
tolerantnost,6
nametneti,9
zabran,1
žofre,2
bratuj,1
norveški,3
ambasadorka,2
prepričati,3
dojučerašnji,6
inicijalan,18
odgovarajte,1
prepuštati,12
ohrabrujati,3
odgovorit,17
kraći,7
papazjan,10
rastezanje,2
zbrda-zdol,1
manojlović,4
popričati,3
rado,18
dočekan,5
prisetiti,8
lažeš,2
pita,11
violu,3
istrčavati,1
toaleti,14
panika,43
krad,2
prekoračivati,2
predlagač.,2
maločati,9
svačem,1
šegagati,1
poretak,36
nezajažljiv,2
pohlepan,1
alavost,1
žudnja,2
samovlašać,2
prevazilaziti,16
nagomilan,6
bahatost,13
odgovorista,2
ciničan,3
neizvesan,1
ostanit,1
ostaniti,1
belivuk,15
belivučić,2
belivučićević,1
dijan,2
hrkalović,7
izopačiti,1
pokvarenost,3
ropski,1
pokornost,1
farsa,18
krila,4
australija,25
japan,14
čilea,7
argentina,12
kazal,17
nedavan,8
titanik,3
nasući,1
sant,1
nepobitno,5
krađati,4
istoričar,11
socioloz,1
besmrtnost,2
miloja,2
šumarica,2
pucajte,1
tišina,17
postizboran,3
ćutanja,4
krađi,1
potrčka,2
gazivod,6
pristajati,23
dirazati,2
porobljen,1
belogord,1
pandam,2
nabaviti,24
posilan,4
nisko,5
kockar,3
imanje,22
grob,17
pozaran,4
rudnik,566
elektrana,39
naopak,7
zakopčavati,1
poprečnoprugast,1
slogan,5
uzor,26
stipe,3
mesić,3
potražiti,12
prigrabiti,3
skršen,1
svevlašać,1
trgujati,7
pahulj,1
rezervi,4
padina,4
erdogan,1
hago,3
brzo.,1
izdržita,1
kodeks,29
sipati,8
hajte,19
uštiniti,2
uštinuti,1
srđanomicin,1
muslimanski,15
zakukati,2
strahota,2
osuđenik,2
isturiti,3
kajanje,1
besplatan,67
jovanjica,12
krušik,1
amnestija,5
mafi,1
tiranina,2
psihijatrijski,5
otporati,2
medicina,27
statut,11
unutarstranački,2
prestrojavanje,2
bane,3
kuzmanović,1
gavrilović,3
lupeti,2
poveravati,1
tištiti,1
bljuvotina,6
personifikacija,4
lepšo,1
elitni,2
ružni,14
džemperića,1
lepši,20
povratak,40
1313,1
razmišljanje,17
bujica,3
gadan,2
blatnjava,1
lepa,6
nesrećan,17
zapitati,19
dragocen,15
elegantan,3
nefer,5
lepljenje,1
flaster,3
gangrenozan,1
izlečiti,6
tinjati,2
izlečenje,4
radikalno,2
iznudik,1
uteha,3
nenameran,2
lekarski,10
grešac,1
analogija,2
primeren,6
malo-mnogo,19
razvrstavati,1
standardan,4
školstvo,21
dečan,4
neispunjen,2
2025.,199
2026.,39
skrivanje,2
uozbiljiti,7
izlazak,34
iznenađiji,1
spajanje,15
automatizam,3
pribegan,1
norma,21
rezervo,9
struka,235
đurđević,64
zahvat,5
pomeranje,17
gore-doti,1
zavrzlam,2
postizanje,12
jesen,22
predomišljati,3
završnik,3
ultimativno,2
pika,4
ultimativan,4
markov,1
konak,1
privržen,2
jovanova,1
uštedeti,16
pojasan,25
realističan,4
kolegijum,56
delikatan,6
nesporan,19
alternativan,18
podebljan,1
odihr,90
prijatno,4
stomak,4
sami,7
latentan,2
odlaska,3
napuštanje,3
karikirati,1
odemoti,9
brana,38
radosni,2
pojasniti,15
prilagođavati,3
trud,19
gurneti,2
suroviti,1
uvedeti,9
nameštanje,5
brisanje,17
nelegitiman,6
nezakoniti,3
falsifikovanje,2
kandidovanje,1
protivzakonit,9
neprimereno,8
favorizovati,8
ustuknuti,3
zaigratiti,1
preterati,15
odustajati,25
ceva,36
obala,11
sečeti,2
nasipa,6
šodroš,2
srcem,10
izborim,1
nebo,16
zacrneti,1
avion,103
luftvafe,1
nedorečen,4
saučestvovati,2
proisteći,6
primeti,8
veličina,39
dovezeti,2
stotinak,2
kolaps,18
vozati,2
vozač,9
glupo,9
saglasiti,10
jatak,1
poresti,10
štuka,1
austro-ugarski,1
demistifisati,1
umešanost,3
marširati,4
pravacin,10
raspraviti,20
otkrivati,4
zavojevač,2
potpiseti,15
hibridan,30
zaustavljanje,14
radija,3
zatrovati,17
15.000,18
preminiti,10
600.000,24
žrtvovati,26
pokradeti,6
popustiti,8
čerčilovski,1
plaža,1
aero-pista,1
potomka,4
8.000,6
vredan,66
kreveljenje,1
instagram,5
lajakava,2
fejs,1
izrada,56
komentarisanje,5
guranje,4
nekompetentan,6
viceva,1
dosaditi,4
debaći,1
najavljivati,38
skraćenje,5
proizilaziti,12
sakupiti,8
19.125,1
sakupljanje,3
overitelj,1
struja,51
3.000,16
overa,8
beležnik,3
susrestiti,2
prekratak,1
funkcionarski,1
naslućivati,2
principijalno,4
ponižavanje,13
nepošteniji,1
nimalo,10
spasti,29
brojčan,1
pohreti,2
kontradiktoran,13
milutinović,4
nacionalistički,8
zovit,3
degutantan,5
10.000,16
kompromis-jedinstvo,1
teći,18
prigovaranje,2
opijen,1
prekosutar,7
erupcija,4
sveukupan,20
nagovestiti,1
šasti,8
glat,1
dejanu,5
artis,1
objediniti,27
kategorički,4
stenografski,3
beleški,11
stengrafski,1
čitajte,3
idealno,4
notar,18
smilovati,2
odštampati,1
prevaren,2
šibicarenje,4
poražavati,4
srozati,6
prljav,7
kvint,1
hilov,4
hilova,1
dora,5
bakojani,6
srpkinja,9
ionako,10
dečana,6
dovlačenje,1
informisanje,108
populalan,5
veznaran,2
propagandan,8
robov,8
kapilaran,14
momak,11
relja,1
ognjanović,1
ognjenović,1
fizioterapeut,1
sertifikt,8
pomoćnik,21
ulago,2
sići,13
pečenjar,2
karlobag,2
karlovac,5
ogulina,1
virovitica,2
pašaluk,2
banja,66
luka,16
zloslutno,2
-kasti,1
dželati,1
izvoran,5
radikalan,28
opiti,2
osvestiti,10
provaliji,3
probuditi,26
rastakanje,6
perjanica,7
preletač,16
preletati,2
poturica,8
psihologija,3
lidl,1
gračanica,7
džejmija,1
šija,1
šišati,3
viton,2
tašnica,1
krnji,1
latiničan,3
informerovski,1
ušićariti,2
šibicariti,2
sjajno,13
radujeti,7
naplata,37
žalostiti,1
srpstvo,15
poniženje,10
sveobuhvatan,45
ničija,1
goreti,14
poravnati,1
svetao,4
beograđanin,8
sitni,11
okreći,4
denis,3
bećirović,3
pudao,5
rotvajler,1
poturištvo,1
pudlo,3
režati,2
ugurati,3
pogibija,13
brčić,1
baba,10
sedanje,1
vozikanje,1
bomba,141
raspasti,10
svirati,21
pokupiti,26
sojko,1
šanzelize,1
nadoknaditi,20
naplat,5
odlaganje,30
neustavan,39
rezolutno,1
pudlom,1
keksitati,1
repiti,1
podvesti,6
rasturati,13
štokholmski,1
vukla,2
afektirati,1
uvaliti,2
apanažica,1
šarolikost,1
elitista,1
sretan,8
svratiti,5
krpiti,4
skrpiti,5
rokfelerov,1
izdašan,8
dražiti,9
neprekidan,6
sojka,4
arna,2
zapinjati,1
konjak,1
jelisejski,1
palata,6
izneseti,13
rafal,56
nekorektan,14
iznervirati,1
preleteti,3
francuskinja,1
dečkića,1
laž!ti,1
besplatno,5
tanak,5
košaram,3
simpa,1
2003.,20
držan,8
izokrenuti,1
specijalnost,6
seksistički,1
dopuniti,49
izdanje,4
sunajko,1
ćelić,1
dragoljub,3
matica,18
devojčurak,1
žargonski,4
arhaičan,4
hariti,7
komparativan,12
panteon-sorbon,1
panteon-,1
kvazipatriot,1
strada,4
gaulajter,1
euleks,1
gašenje,13
pavlin,1
orahovac,3
gruhonjić,5
bečak,1
napuštati,22
otoći,1
ičema,1
branjenje,1
uzeće,1
pavline,1
oglasiti,29
antisrpski,15
spinovanje,7
skretanje,3
neregularan,5
prevod,18
beširi,1
prilagoditi,24
oebs-ov,2
kratati,3
naveliki,1
obuka,42
listiti,3
izlaznost,1
edukovati,3
tačnost,10
prijavljiveti,3
šupa,10
garaža,9
neuseljen,2
premeštati,4
paralelan,15
omogućavanje,5
regulator,3
zekić,2
neutralan,18
sate,3
800.000,7
šupiti,1
postupan,2
prebijanje,5
vrsajkov,4
mare,2
puškaš,4
kaća,5
napadnut,25
flajera,2
počinilac,15
subota,86
mladen,9
nadimac,1
dubina,20
ispunjenje,42
uporedo,3
sokolac,4
kablovski,6
trag,19
valjan,7
muljati,1
romski,9
zbuniti,9
kaći,1
594.063,1
"1,3%",5
nevažeći,13
eminentni,2
tanasi,1
marinković,5
otklanjati,7
raspadnuti,2
potom,34
očev,18
naplatiti,22
dobrobit,35
profitirati,16
produžen,9
krenuća,4
procepa,2
preglasati,3
1.443.665,1
1.588.996,1
naseti,3
neprimećen,4
preglasavanje,3
delokruga,6
pozov,2
pretežno,10
sazvan,1
griziti,3
žuljati,8
zaman,1
odmaći,7
useliti,3
prevestiti,7
ubuduće,17
mihailov,2
pokreneti,6
odmazda,6
predstavnica,15
nervirati,25
slušaj,4
naučiteti,1
vučićeva,1
razići,10
šupati,1
danijelov,1
jelene,13
čestital,1
uspevati,19
jubileti,1
slavka,5
ćuruvija,9
dodat,1
prijavljivan,1
sakriseti,7
andreas,1
pristrasnost,4
nejednak,5
rejnhard,1
lopatka,1
koordinator,5
groše,2
poštovaoka,1
pauza,12
15.15,1
izvolit,40
pojesti,10
prioritetan,27
apelovati,10
zakašnjenje,4
manipulatorski,1
predvorje,2
pomak,9
nedovoljan,11
upirati,4
svedočanstvo,9
prethod,3
inspekcija,31
preseljavanje,3
beograđani,5
moralni,12
ubacivanje,2
masovno,13
procesuiran,8
krivotvoriti,2
dolovac,12
proizvodnja,307
pohapsiti,7
akter,56
ugrožen,44
fotografisati,5
narkodiler,1
sava,46
male,1
fantomka,10
bager,6
zagubiti,3
raskopati,9
majdanpek,40
raskopavati,2
rasteran,1
kopati,95
rudni,87
renta,62
masakrirati,1
razno,5
palilule,2
nepoštenje,1
braj,1
radojčić,3
podizvođač,16
smrt,62
saslušanje,4
prozor,12
epilog,11
noralan,1
lajkovati,1
opozicionar,10
post,9
pedesetak,3
povrh,4
pogotovati,7
dubaiju,1
kazahstanu,3
igraj,5
netransparentantni,10
ugovarati,4
skuplje,6
mamografa,1
paravan,3
kišobran,8
"55,5%",1
zvezdari,1
utoliko,6
diskriminisati,10
barajevo,4
sopot,1
surčin,11
siđeti,8
vikend,17
palilul,1
pretežan,2
odugovlačenje,3
nadgornjavati,2
unedogled,3
naglašavanje,1
zamena,40
uputni,1
n-ti,1
transkript,5
zvicer,6
navijanje,2
uneo,7
podigneti,7
belivukov,9
megafon,7
zvicerov,3
milenka,10
utičiti,11
sudstvo,22
anđeo,2
ukazivanje,11
uvezati,7
darovati,2
zaudarati,1
prvostećen,2
diktatorski,5
nevenčan,1
žabac,3
kermit,2
izmešati,1
kvantan,6
fizika,17
revitalizovan,2
disciplina,12
ureda,14
2018,4
70.000,14
pančevo,6
čačak,9
predviđen,24
mileni,9
akav,1
parak,15
raspadati,8
imanja,32
dužnički,12
ropstvo,18
spor,30
prepucavanje,6
propagiranje,2
poništavanje,9
preokretanje,1
zanemarivanje,4
prioritetno,2
rajsa,1
žestoko,6
koncept,45
procesuiranje,7
elan,5
presuđenje,1
procenat,52
istraživanje,355
mnjenje,19
zakasneti,4
kombinacija,11
postupanje,24
nade,2
zakasneli,1
spuštati,13
neravnopravni,7
moguće,12
skraćivati,12
prikupljanje,21
snažnuj,1
aplaugaz,1
tanasija,2
zabrinjavajući,11
spajati,36
primedbovati,1
demokratičnost,6
propis,130
narušavati,18
državno-pravni,1
demonstracija,25
haotičan,1
odihr-ov,14
inkluzivan,14
ekstenzivan,2
identifikovati,9
razekantan,2
opstrukcija,19
ravnopravno,11
vrhovni,25
odbacivati,11
prigovor,11
odbačen,1
proceduralan,7
odbaciti,29
anonimizovan,1
očekivanje,27
prevelik,7
nerealan,10
izmaći,2
administrativnotski,42
mandatno-imunitetski,42
133.,15
132.,15
popunjavanje,11
upražnjen,20
sandžaka,30
nužan,11
obesmišiti,1
povratiti,14
izrazen,5
osporavanje,6
pazar,95
legalnost,1
legitimnost,7
neodložan,2
sređivanje,9
praćenje,27
osiguravati,10
sticanje,12
disciplinski,6
prezentacija,15
nedeljan,1
otpustiti,18
sandžački,14
prednost,60
oblik,85
javno-beležnički,1
priložiti,9
propaganda,23
proporcionalan,6
dodatan,226
korektno,13
izglasan,6
sluden,3
napadanje,3
hitnost,7
poništaj,1
ekselans,5
zapećak,1
usled,46
pokrazeti,1
iznuđivati,2
iskaz,2
pritvorenik,1
starica,1
pretučen,1
inspektor,43
kladova,4
kraznji,21
odeljenje,63
tužiteljka,2
negotin,6
branilac,9
branjenik,1
317.,1
rasni,5
netrpeljivost,7
mučki,4
tukla,4
neosnovan,10
zaječar,28
savestan,3
zaječaru,28
privid,11
spiniveti,3
prekoračiti,18
dodir,1
parizer,15
narušen,5
sakrivanje,6
hronologija,3
spojati,2
izričit,5
prekosutrati,9
mica,2
zavetnica,7
lažnjivica,1
milice,10
stamenkovski,71
nedeljnik,10
nerado,2
person,1
grat,1
priviti,1
uzaludan,7
ilustracija,8
sutjesac,4
štab,15
ljubin,3
pucnja,1
nemac,44
proleter,15
uzdah,1
kiseonik,4
pluća,13
nadahnuti,2
mama,13
prizvesti,2
učimiti,11
sabirati,3
množiti,2
poljubac,2
laka,6
održiv,85
vrtititi,30
olupavati,1
disati,16
nemca,1
dovedošiti,1
prošetati,8
opaljen,2
metak,10
tematika,9
kamiondžija,1
odmarati,3
telefoniraj,1
bistrati,1
reganu,1
andropol,1
savestiti,1
kragerov,1
otkačiti,3
cerski,25
sutjeska,3
sutjeski,1
pripisutiti,3
osovina,3
očitavati,2
uzdržiti,7
navikniti,1
uzdržavati,2
kolegijalnost,3
inspirisati,13
preoteti,1
intervenisati,25
uskladiti,30
upotrebljavati,22
upoređivati,13
svakakav,9
bundestag,6
hrabri,3
novopečen,2
egzistencija,16
tigar,16
urbanistički,8
izvršitelj,10
horda,3
prehraniti,5
rijalit,2
iščestiti,1
čišćenje,18
ograničiti,58
sabotiranje,1
inžinjering,3
zdravomisao,1
tanka,1
malverzacija,13
manipulativan,3
uzurpiran,4
nadograditi,2
sprt,6
saliti,27
kolider,1
zoviti,8
preletačević,3
leteti,5
pripravnik,8
novosadizovati,1
analitički,3
marketinški,15
dominantno,4
nepravičan,2
reprezent,1
užica,43
beogradizovati,2
stanovište,18
pančev,11
raspoloženje,14
skrajnuti,5
nepravično,1
uporište,6
analitičnost,2
sinhronizovan,2
opsežan,3
19.000,4
nardkodiler,1
novosađati,7
odražavati,11
ostajeti,1
pesti,1
begeč,1
veternik,1
rumenk,1
budisav,2
detelinaru,1
limana,1
solun,2
brzopleto,2
kandidacioni,1
obožavati,9
fascinirati,4
dijalektika,5
dijalektičar,1
zapisivati,4
izjašnjenje,6
magija,2
ćiribu-ćirib,1
poema,1
kadinjača,4
zemljo,1
bataljon,5
voljen,3
odneti,20
ozakonjenje,2
nazoviti,19
prebiti,7
kradi,2
obojica,10
vučevićeva,2
funkcionerka,3
maru,1
cigl,3
ugostitelj,2
ljubovija,27
opoziciono,1
nastrojen,8
zvani,12
fanatik,1
malović,10
razlupati,1
auto,48
dosile,1
kvadratni,42
livada,13
vodovoda,11
divot,1
sabornost,20
prebijati,9
šikan,2
sinoć,33
potvrda,44
nepristajanje,4
čeličan,5
živac,2
samohran,8
majac,8
ranki,2
kašiković,1
spakivati,1
kofera,3
dragoslav,2
stankov,1
zelemira,1
malen,2
zapaliti,10
soba,9
zrenjaninski,2
kabadahija,2
danilu,2
prvak,13
štrajkovati,18
podsmavati,1
likovati,3
grujić,7
janko,4
nepokolebljiv,5
zalog,4
razotkrivati,4
delegitimisati,1
rečeno,2
holliday,3
28.apriti,1
29.i,1
veto,3
revanšiza,1
krivina,4
parčad,1
oprečan,3
neozbiljnost,9
hrišćan,5
cveti,1
veli,1
četvrtak,13
holiditi,1
petak,30
zouzlozan,1
ispunjavanje,25
ponizeti,7
džejms,6
brajan,5
združen,4
merlin,1
zločinac,11
raport,2
teki,4
urušen,14
neprijateljski,8
ugao,50
predstojati,9
svesni,12
saglašavati,5
otpadati,3
kanalizacija,69
nedostupan,4
pristupa,9
središte,4
distinkcija,3
sužiti,3
sazrevati,1
neopredeljen,4
neučlanjen,1
teatar,4
opoziva,1
instrument,51
dupli,13
sotirovski,6
zete,1
prinudan,8
pakovati,2
produžavati,10
zaostati,9
degradiran,3
šokantan,3
plenu,28
ograničenje,33
prenošenje,3
blatiti,7
uporan,7
zaliti,2
vljosa,2
osmana,3
smrkan,1
svaniti,3
svanuti,2
dragani,5
sigurnosan,2
rolan,2
razvlačiti,8
papirati,3
revers,1
zatrebati,3
ugrožiti,58
zvon,5
komoditet,1
majstor,18
preusmeravati,2
zaradit,1
obespraviti,9
šaren,3
nekima,4
isplaćivati,44
obveznik,14
učinak,6
pristalica,18
biralište,11
malobrojan,2
južnjaka,1
nišlija,16
ženstvenost,1
jutro,11
čila,1
orna,1
veseti,5
prepuni,2
izlaženje,1
nelegalno,13
prevoziti,10
trafostanica,8
preminuti,22
trka,13
kati,4
neučestvovanje,1
pasivan,8
paralela,5
gnjili,1
nedoličan,4
nedolično,1
ukus,6
prisilan,2
grupni,3
plaćanje,96
sandokani,1
škrbići,1
fanatika,1
gledata,1
dopuni,5
ideal,7
trohiljos,1
dominikanski,1
čarls,2
king,2
liberija,4
1927.,2
naspram,15
"3,77%",1
liberi,1
potplaćivanje,1
oskudika,1
krvlja,7
samovolj,3
milošev,4
petrov,4
aleksandrova,1
bola,8
river,6
ruina,1
kombija,2
stojati,11
režiti,1
nostalgija,1
zavaravati,7
pritok,2
lanac,44
akademik,42
sagniti,1
zaklon,2
dipla,3
etika,14
svirajtiti,1
preskupo,2
izvojevati,2
drvo,24
nesloboda,1
etični,2
preglasavati,3
nelogičnost,9
licemerno,9
prosvet,330
pukati,2
znaš,5
čijih,4
dodirov,2
novčanica,7
pripisivati,3
slojevito,1
boleći,1
vapaj,3
iskrivljen,3
urednik,13
radio-televizija,7
skakućući,1
freedom,2
house,2
range,5
alžira,1
irak,1
kong,4
tanzanija,2
obrazlažiti,18
zlatno,3
periklov,1
kazamat,3
brlog,1
nula,3
alternativa,9
koordinatan,2
kalimer,1
17.000,13
okruga,89
svodit,1
tiktok,3
domet,6
televizijski,13
cvetiti,1
rosan,1
travo,2
zabavljati,5
nadimanje,1
roban,19
izuzetak,19
atoma,2
atomiziran,1
šest-tar,2
snishodljiv,1
omekšati,3
odrisati,13
pribegavati,7
udvostručiti,9
jeda,1
agresivnost,2
nervoz,21
frustrirati,1
aerodrom,109
vansi,4
poštovan,6
vansije,2
koncesioni,10
posledičan,4
vrhuški,3
rasprodaja,14
savamali,5
izvrni,1
naglavac,1
otud,6
istrošiti,6
pojavljivanje,4
dodeljivanje,8
overivač,1
lazarevčati,1
izmeštanje,10
trasa,13
karađorđe,14
tras,8
otkupiti,14
izmeštati,5
skrajnjivati,1
kolubarski,9
basen,20
pozdrava,7
svesrdan,1
bagar,2
anđeti,1
amova,1
ogresti,2
legendaran,3
riblje,1
čorba,3
rasturiti,17
razmontirati,7
košarkaški,7
asov,1
medalja,34
uzurpatorski,1
mučenik,13
otkazati,3
ponoć,9
izbrisati,12
ljiga,2
brdo,11
iskopati,14
ruda,98
namirisati,1
medijator,2
bagatelisati,2
poboditi,1
protuva,3
rasprodati,27
satrapa,8
zaluđivati,2
nađasti,11
duhovan,27
invalida,18
mračnjaka,1
nebi,4
prevrneti,1
dvanaesti,4
zaglupljivati,4
parkirati,3
džip,7
20.00,1
reketirati,7
zlaltibor,1
kiča,3
izuzek,2
metnu,4
daviti,112
tati,2
patriotizima,1
propasiti,7
bušiti,6
penthaus,7
vojvoda,8
stepe,4
trošarina,1
priključak,9
strujati,38
nosita,2
fioka,3
izvuti,2
piuni,1
epski,8
albijanići,18
privrediti,3
opravdavati,17
provaliti,3
devizan,71
gerilski,2
koka-kola,2
zaborav,2
izrekan,8
sržati,1
"0,2%",3
rejting,75
drumski,12
vacija,2
srža,3
trepnuti,3
peziti,1
šeniti,1
faks,1
podrum,5
poslepodni,1
izgući,1
posipati,6
pepela,9
papa,1
pertal,2
aerodinamičan,1
pertliti,2
plivaš,1
toplo,7
pokolenje,5
kleceti,1
koleno,17
praded,3
srati,9
dugmići,1
junski,5
kostić,8
klare,1
cetkin,1
nemanj,18
bošković,1
nedeljković,2
maršati,2
tolbuhina,1
saša,4
dopustit,5
radosav,1
jović,6
generala,1
ždanov,1
pržarska,1
šumadijski,4
stanca,1
ćipar,1
paunov,1
pročitan,6
turistički,68
desetoro,2
glavno,4
privesiti,15
izrežiran.,1
pčinjski,12
2016,7
2020,4
najuren,1
otet,2
primoran,3
utiskiti,1
izveštavanje,18
pohval,1
noraan,2
izostati,12
knjeginje,1
stanivati,1
ioli,1
krijete,4
superiornost,1
"15,3",2
"36,3",1
prinući,13
goriv,27
kilo,4
junetina,1
krompir,13
kupus,11
brašan,7
jogurta,3
ulje,21
izvrsan,5
statuta,1
stvarnost,28
savršiti,4
mobilan,36
telefon,62
ukucajte,2
gugl,9
zeleniti,12
betona,3
siđita,1
lekovit,11
učlaniti,8
hasdo,3
eseja,1
momo,1
kapor,1
džejmson,1
born,1
paralelno,16
dizanje,1
diman,71
zavesa,6
švedska,20
pokrada,3
nestajati,8
šarco,1
kraljević,3
vile,1
ravijojle,1
binički,2
kompozicija,7
marš,4
pukovnik,7
milivoja,1
brka,1
bregalnik,1
cera,10
kolubari,9
pedeseti,5
dostajan,1
vođe,12
pohazsa,1
planinski,6
bistra,1
minimalno,6
razrešati,1
sistemski,38
profesionalizam,5
pravovremeno,5
smederev,12
efektivno,3
vaninstitucionalan,6
zasnovan,19
hteta,1
razbivati,1
jutrenje,1
marionet,2
ispovedati,2
životinja,21
gospođica,2
preleteš,1
imasti,1
preparirati,1
preštelovati,3
božanstvo,6
rice,1
pedalj,2
prepariran,1
parati,2
mrvica,3
nestanak,16
srazmer,4
natalitet,42
taksija,6
bdp-ov,1
lican,1
ispovediti,1
čkatiti,1
sajmu,1
čekatiti,3
satretati,1
smeštaj,13
biraj,1
zabel,5
sremski,24
izaberiti,3
galerija,22
smejta,3
nedoličnost,1
ekologija,100
hidroelektrana,99
bife,2
kaži,6
pijeti,2
piješ,1
saleteti,1
pozavršavati,1
njujork,16
voćar,2
nakjučiti,1
mraz,4
piramidalan,1
razgovarajt,3
keno,5
keno!,1
čažeti,3
spaliti,7
terazija,12
ćelav,1
izricati,29
dobrano,1
toleriša,1
psovka,3
izrič,13
zataškati,3
stručnjakinja,1
specijalizacija,36
bugarski,7
odsecati,2
hobotnica,6
neizlaski,1
nedozvoljen,12
poboljšan,8
napomena,9
nezakonito,21
verzija,19
engleski,13
pododbor,2
retroaktivan,3
197.,6
ucenjivanje,3
čekanje,70
burno,5
nehata,1
pipka,2
napor,62
konfrontacija,2
masovati,4
rezigniran,1
tera,2
slavodobitno,2
kopneti,1
vamo,2
nabubati,1
recitovati,1
suzbiti,2
debakl,16
doživiti,6
podlo,3
pokvaren,1
predazati,2
bonton,2
vireti,2
podli,1
podbuti,1
krpelja,1
fleksibilan,8
tračev,1
istrčiti,2
faul,3
paket,30
